carat,depth,table,x,y,z,price,cut,color,clarity
0.9,63.8,58,6.09,6.13,3.9,3806,Good,D,SI2
0.9,65.7,58,6.02,5.97,3.94,3806,Fair,G,VS1
1,61.8,58,6.44,6.4,3.97,3808,Premium,G,SI2
0.9,62.8,58,6.17,6.13,3.86,3810,Premium,H,VS2
0.84,62.9,58,5.93,6.02,3.76,3816,Very Good,D,SI1
0.3,61.8,58,4.32,4.29,2.66,574,Premium,D,SI2
0.3,62.7,58,4.27,4.22,2.66,574,Premium,G,SI1
0.34,61.7,58,4.47,4.41,2.74,574,Premium,J,VS1
0.34,62.7,58,4.43,4.4,2.77,574,Premium,I,SI1
0.3,60.9,58,4.32,4.29,2.62,574,Premium,D,SI2
0.3,62.3,58,4.32,4.29,2.68,574,Premium,D,SI2
0.3,62.4,58,4.31,4.28,2.68,574,Premium,D,SI2
1.01,62.6,58,6.43,6.38,4.01,3818,Premium,I,SI2
1.52,61.7,58,7.43,7.34,4.56,3820,Premium,G,I1
1.06,62,58,6.53,6.45,4.04,3823,Premium,J,SI2
0.77,62.8,58,5.84,5.78,3.65,3829,Very Good,G,VVS2
0.9,61.7,58,6.18,6.11,3.79,3830,Premium,E,SI2
1.04,62.1,58,6.5,6.52,4.04,3832,Premium,H,SI2
1.01,62,58,6.43,6.47,4,3832,Very Good,I,SI1
0.91,66.8,58,5.95,5.97,3.98,3837,Fair,F,VS2
1.01,59.2,58,6.5,6.47,0,3837,Premium,F,SI2
0.93,64.5,58,6.11,6.14,3.95,3839,Good,D,SI2
0.9,62,58,6.14,6.18,3.82,3841,Very Good,G,SI1
0.9,59,58,6.29,6.25,3.7,3841,Premium,G,VS2
0.83,61.6,58,6.04,6.07,3.73,3841,Ideal,F,VS2
0.9,62.6,58,6.09,6.15,3.83,3844,Very Good,I,VS1
1.11,63.6,58,6.48,6.57,4.15,3846,Good,J,SI1
1.01,61.7,58,6.46,6.41,3.97,3846,Premium,F,SI2
1.06,61.5,58,6.59,6.55,4.04,3847,Premium,I,SI2
0.91,63.8,58,6.04,6.09,3.87,3848,Good,D,SI2
0.9,63.6,58,6.08,6.12,3.88,3848,Very Good,F,SI1
1,63.8,58,6.28,6.32,4.02,3850,Good,I,SI1
1.01,63.7,58,6.31,6.35,4.03,3852,Good,G,SI2
0.92,61.8,58,6.19,6.23,3.84,3854,Premium,F,SI2
1.01,64.7,58,6.14,6.23,4,3856,Fair,G,SI2
1.02,63,58,6.44,6.39,4.04,3856,Premium,J,SI1
1.02,61.8,58,6.5,6.44,4,3856,Premium,J,SI1
1.02,62.5,58,6.37,6.43,4,3857,Very Good,J,SI1
1,61.7,58,6.36,6.32,3.91,3858,Premium,F,SI2
1,60.4,58,6.47,6.44,3.9,3858,Premium,F,SI2
0.9,62.9,58,6.13,6.18,3.87,3867,Ideal,I,VS1
1.01,62.8,58,6.43,6.34,4.01,3869,Premium,H,SI1
0.9,59.4,58,6.31,6.35,3.76,3872,Very Good,E,SI2
1.01,61.1,58,6.5,6.46,3.96,3874,Premium,I,SI2
1,60.7,58,6.49,6.52,3.95,3877,Premium,J,VS2
0.9,62.8,58,6.13,6.17,3.86,3878,Very Good,H,VS2
0.91,60.1,58,6.3,6.35,3.8,3879,Very Good,F,SI1
0.9,63.1,58,6.18,6.12,3.88,3881,Very Good,F,SI1
0.9,63.6,58,6.11,6.09,3.88,3881,Good,H,VS2
1.11,63.7,58,6.57,6.53,4.17,3882,Very Good,I,SI2
1.02,63.7,58,6.28,6.24,3.99,3884,Good,H,SI2
0.94,62,58,6.23,6.29,3.88,3886,Very Good,E,SI2
0.7,61.5,58,5.65,5.7,3.49,3887,Very Good,F,IF
1.01,62.8,58,6.37,6.4,4.01,3888,Very Good,I,SI1
1.01,62.1,58,6.38,6.44,3.98,3888,Very Good,I,SI1
1.01,63.9,58,6.32,6.35,4.05,3888,Good,H,SI2
0.91,61.2,58,6.25,6.21,3.81,3889,Premium,D,SI2
0.3,62.9,58,4.29,4.26,2.69,574,Premium,D,SI2
0.25,59,58,4.1,4.14,2.43,575,Very Good,F,VVS2
0.25,61.8,58,4.05,4.07,2.51,575,Very Good,F,VVS2
0.25,61,58,4.02,4.05,2.46,575,Very Good,F,VVS2
0.27,61.9,58,4.1,4.14,2.55,575,Very Good,E,VVS2
0.25,62.1,58,4.03,4.06,2.51,575,Very Good,E,VVS2
0.25,63.4,58,3.97,4.01,2.53,575,Very Good,E,VVS2
0.25,59.7,58,4.13,4.14,2.47,575,Very Good,E,VVS1
0.25,60.7,58,4.07,4.1,2.48,575,Very Good,E,VVS1
0.9,60.8,58,6.18,6.22,3.77,3890,Very Good,H,VS2
1.02,62.3,58,6.41,6.38,4,3892,Premium,G,SI2
1.18,62.5,58,6.62,6.75,4.18,3894,Very Good,E,I1
0.76,60.6,58,5.95,5.89,3.59,3894,Premium,D,VS1
0.92,60.9,58,6.28,6.27,3.82,3895,Premium,I,VS2
1.01,58.3,58,6.56,6.55,3.82,3897,Premium,F,SI2
1.11,62,58,6.57,6.62,4.09,3901,Very Good,J,SI1
0.9,62.6,58,6.1,6.16,3.84,3902,Very Good,E,SI2
0.9,61.1,58,6.12,6.26,3.78,3902,Very Good,E,SI2
1.04,60,58,6.59,6.52,3.93,3902,Premium,H,SI1
0.72,61.2,58,5.75,5.79,3.53,3903,Very Good,E,VVS1
1.01,62.2,58,6.37,6.4,3.97,3905,Very Good,J,SI2
0.9,59,58,6.25,6.29,3.7,3910,Very Good,G,VS2
0.91,60.8,58,6.26,6.31,3.82,3910,Very Good,D,SI2
0.77,60.4,58,5.94,6.01,3.61,3911,Very Good,E,VS2
1.04,61.6,58,6.52,6.45,3.99,3914,Premium,E,SI2
1.11,63.6,58,6.57,6.48,4.15,3916,Good,J,SI1
1.1,63.7,58,6.48,6.45,4.12,3918,Good,F,SI2
0.9,63.5,58,6.08,6.17,3.89,3918,Very Good,D,SI2
0.9,64,58,6.11,6.07,3.9,3919,Good,H,VS2
0.9,62.3,58,6.18,6.09,3.82,3919,Premium,H,VS2
1,61.3,58,6.45,6.41,3.94,3920,Premium,H,SI2
1,63.8,58,6.32,6.28,4.02,3920,Good,I,SI1
1,61.5,58,6.41,6.38,3.93,3920,Premium,F,SI2
1,58.7,58,6.55,6.51,3.83,3920,Premium,J,SI1
1.01,63.7,58,6.35,6.31,4.03,3923,Good,G,SI2
0.91,63.7,58,6.17,6.1,3.91,3924,Good,F,SI1
0.91,63.7,58,6.09,6.02,3.86,3924,Good,F,SI1
1.18,62.9,58,6.77,6.7,4.24,3925,Premium,I,SI2
1.02,60.4,58,6.52,6.56,3.95,3927,Very Good,I,SI1
1.02,62.9,58,6.36,6.42,4.02,3927,Very Good,I,SI1
0.9,57.8,58,6.42,6.38,3.7,3931,Good,G,SI1
1.08,59.9,58,6.75,6.66,4.01,3931,Premium,F,SI2
0.9,62.6,58,6.14,6.19,3.86,3933,Premium,H,VS2
0.91,61.4,58,6.19,6.23,3.81,3936,Very Good,F,SI1
0.91,62.4,58,6.11,6.14,3.82,3936,Very Good,E,SI2
0.92,59,58,6.31,6.36,3.74,3936,Good,D,SI2
0.92,62.1,58,6.22,6.18,3.85,3941,Premium,E,SI2
1.01,61.6,58,6.45,6.51,3.99,3944,Premium,I,SI1
0.96,62,58,6.3,6.34,3.92,3945,Ideal,G,SI2
1.03,61.8,58,6.47,6.41,3.98,3945,Premium,H,SI1
0.9,63.7,58,6.06,6.09,3.87,3948,Good,E,VS2
0.9,63.1,58,6.12,6.18,3.88,3950,Good,F,SI1
0.9,63.7,58,6.05,6.1,3.87,3950,Very Good,F,SI1
0.9,63.4,58,6.09,6.12,3.87,3950,Very Good,F,SI1
1.13,64,58,6.52,6.58,4.19,3952,Good,F,SI2
0.71,58.8,58,5.89,5.81,3.44,3952,Premium,D,VVS1
1.03,61.8,58,6.51,6.41,3.99,3957,Premium,J,VS1
0.91,61.2,58,6.21,6.25,3.81,3958,Premium,D,SI2
1.06,62.6,58,6.46,6.52,4.06,3958,Very Good,H,SI2
1.01,63.9,58,6.35,6.32,4.05,3959,Good,H,SI2
1.01,62.5,58,6.39,6.35,3.98,3959,Premium,H,SI2
0.97,59.8,58,6.38,6.42,3.83,3960,Very Good,G,SI2
1.18,62.5,58,6.75,6.62,4.18,3965,Premium,E,I1
0.32,62.4,58,4.4,4.35,2.73,576,Premium,E,SI2
0.32,62.6,58,4.42,4.37,2.75,576,Premium,I,VS2
1.01,61.8,58,6.36,6.39,3.94,3966,Very Good,G,SI2
1.01,63,58,6.29,6.34,3.98,3966,Very Good,G,SI2
0.8,61.7,58,5.98,5.95,3.68,3967,Premium,E,VS1
0.92,63.5,58,6.16,6.12,3.9,3967,Very Good,F,SI1
0.9,61.1,58,6.24,6.19,3.79,3967,Ideal,H,SI1
1.09,61.9,58,6.65,6.58,4.1,3968,Premium,I,SI1
1,63.1,58,6.29,6.36,3.99,3975,Very Good,H,SI2
0.91,62.6,58,6.17,6.14,3.85,3975,Premium,G,SI1
0.91,62.8,58,6.18,6.15,3.87,3975,Premium,G,SI1
0.9,63.2,58,6.09,6.16,3.87,3976,Good,G,VS2
1.23,63.7,58,6.72,6.79,4.3,3977,Good,D,I1
1.11,61.9,58,6.63,6.61,4.1,3978,Premium,I,SI1
1.08,64.3,58,6.46,6.44,4.15,3980,Good,J,VS2
0.95,62.9,58,6.26,6.21,3.92,3984,Premium,H,SI1
1.17,62.2,58,6.76,6.72,4.19,3984,Premium,F,I1
1.21,60.8,58,6.93,6.88,4.19,3984,Premium,J,SI2
0.9,62.1,58,6.16,6.2,3.84,3989,Premium,H,VS2
0.9,62.6,58,6.14,6.22,3.87,3989,Very Good,H,VS2
0.9,61.9,58,6.14,6.18,3.81,3989,Good,H,VS2
0.9,59.5,58,6.28,6.33,3.75,3989,Very Good,D,SI2
1.25,64.4,58,6.82,6.71,4.36,3990,Fair,H,SI2
0.91,63.7,58,6.08,6.11,3.88,3991,Very Good,F,SI1
1.08,62.7,58,6.53,6.49,4.08,3992,Premium,F,SI2
0.9,63.9,58,6.08,6.03,3.87,3992,Good,F,SI1
0.91,63.7,58,6.1,6.17,3.91,3993,Good,F,SI1
0.74,63.5,58,5.78,5.72,3.65,3993,Very Good,E,VVS1
0.97,61.9,58,6.35,6.31,3.92,3993,Premium,F,SI2
0.91,61.5,58,6.2,6.23,3.82,3994,Very Good,I,VS2
1.19,61.5,58,6.88,6.78,4.2,3998,Premium,H,SI2
1.01,63.1,58,6.34,6.38,4.01,4004,Good,F,SI2
1.02,63.5,58,6.34,6.38,4.04,4004,Very Good,H,SI2
0.9,62.6,58,6.1,6.14,3.83,4006,Good,F,SI1
0.75,62,58,5.77,5.84,3.6,4007,Ideal,D,VS1
1.06,58.4,58,6.7,6.65,3.9,4007,Premium,I,SI2
0.91,59.9,58,6.35,6.27,3.78,4008,Very Good,I,VS2
0.9,60.8,58,6.2,6.29,3.8,4008,Ideal,G,SI1
0.9,61.6,58,6.16,6.21,3.81,4008,Ideal,G,SI1
0.93,62.5,58,6.22,6.19,3.88,4010,Premium,F,SI1
0.92,62.1,58,6.18,6.22,3.85,4011,Very Good,E,SI2
1.27,62.8,58,6.96,6.92,4.36,4011,Premium,J,VS2
1.04,63.2,58,6.39,6.34,4.02,4013,Very Good,F,SI2
0.71,61.7,58,5.71,5.74,3.53,4014,Very Good,D,VVS2
1.25,61.3,58,6.98,6.95,4.27,4018,Premium,J,SI2
0.97,58.9,58,6.51,6.47,3.82,4020,Premium,F,SI2
0.9,61,58,6.2,6.13,3.76,4022,Premium,G,VS2
1.13,64,58,6.58,6.52,4.19,4025,Good,F,SI2
0.96,63,58,6.27,6.23,3.94,4026,Premium,H,SI1
0.94,62.4,58,6.33,6.26,3.93,4027,Premium,E,SI2
1.06,62.6,58,6.52,6.46,4.06,4031,Premium,H,SI2
1.2,59.8,58,6.92,6.83,4.11,4032,Premium,H,SI2
0.9,61.6,58,6.26,6.18,3.83,4032,Premium,H,VS2
1.5,61.5,58,7.38,7.2,4.5,4032,Premium,E,I1
0.9,60.1,58,6.25,6.29,3.77,4034,Very Good,E,SI1
1,63.4,58,6.31,6.25,3.98,4036,Very Good,F,SI2
0.32,62.8,58,4.37,4.33,2.73,576,Premium,I,VS2
0.32,61.9,58,4.38,4.34,2.7,576,Premium,H,SI1
0.32,61.2,58,4.44,4.39,2.7,576,Premium,E,SI2
0.25,61.1,58,4.08,4.1,2.5,576,Premium,F,IF
0.25,62.9,58,4.01,4.03,2.53,576,Very Good,E,VVS1
0.36,60.2,58,4.6,4.63,2.78,576,Premium,F,SI1
1.01,61.8,58,6.39,6.36,3.94,4038,Premium,G,SI2
1.01,63,58,6.34,6.29,3.98,4038,Premium,G,SI2
1.03,61,58,6.52,6.47,3.96,4038,Premium,I,SI1
1.01,61.1,58,6.39,6.37,3.9,4038,Premium,G,SI2
1.02,60.9,58,6.41,6.53,3.94,4039,Very Good,H,SI2
1.05,61.4,58,6.54,6.58,4.03,4042,Very Good,H,SI2
1,62.5,58,6.27,6.36,3.95,4042,Very Good,H,SI2
1.02,61,58,6.49,6.52,3.97,4043,Premium,F,SI2
1.04,58.7,58,6.68,6.61,3.9,4043,Premium,J,VS2
1.01,60.6,58,6.47,6.53,3.94,4044,Premium,E,SI2
1.02,62.3,58,6.42,6.37,3.99,4044,Premium,D,SI2
0.91,62.6,58,6.14,6.17,3.85,4045,Premium,G,SI1
0.91,62.8,58,6.15,6.18,3.87,4045,Very Good,G,SI1
0.9,62.3,58,6.18,6.12,3.83,4047,Premium,F,SI1
1.01,65.7,58,6.12,6.2,4.05,4049,Good,F,SI2
1.23,63.7,58,6.79,6.72,4.3,4050,Good,D,I1
1.01,62.5,58,6.37,6.42,4,4052,Very Good,H,SI1
1,61.8,58,6.43,6.48,3.99,4053,Good,F,SI2
0.91,60.9,58,6.28,6.2,3.8,4054,Very Good,F,SI2
1.03,63.1,58,6.41,6.37,4.03,4060,Very Good,G,SI2
1.02,62.2,58,6.41,6.36,3.97,4061,Premium,I,SI2
0.97,61.9,58,6.31,6.35,3.92,4063,Premium,F,SI2
0.96,63.1,58,6.2,6.25,3.93,4064,Very Good,H,SI1
1.44,58.2,58,7.39,7.35,4.29,4064,Premium,J,SI2
1.12,62.4,58,6.58,6.63,4.12,4065,Premium,H,SI2
1.01,61.8,58,6.45,6.37,3.96,4072,Premium,I,SI1
1.01,60.2,58,6.48,6.44,3.89,4072,Premium,G,SI1
0.9,61.6,58,6.12,6.26,3.81,4074,Very Good,F,SI1
0.92,61.3,58,6.21,6.26,3.82,4077,Premium,H,VS2
1.12,61.3,58,6.69,6.68,4.1,4077,Premium,I,SI1
1,60.6,58,6.47,6.4,3.9,4077,Premium,I,VS1
1.02,58.1,58,6.67,6.58,3.85,4078,Premium,G,SI2
1.01,63.5,58,6.34,6.39,4.04,4079,Good,G,SI2
0.91,63.5,58,6.15,6.04,3.87,4081,Very Good,G,SI1
1,62.6,58,6.31,6.37,3.97,4081,Very Good,F,SI2
1,63.8,58,6.28,6.33,4.02,4081,Good,F,SI2
0.93,62.5,58,6.19,6.22,3.88,4081,Premium,F,SI1
0.9,61.8,58,6.17,6.12,3.8,4082,Premium,H,VS2
0.9,60.7,58,6.21,6.17,3.76,4082,Premium,H,VS2
1.12,61.2,58,6.67,6.69,4.09,4084,Premium,G,SI2
0.9,61.4,58,6.22,6.25,3.83,4089,Very Good,I,VS2
1.01,60.8,58,6.49,6.46,3.94,4089,Premium,E,SI2
1.09,62,58,6.6,6.56,4.08,4090,Premium,I,SI1
0.9,59.8,58,6.26,6.21,3.73,4092,Premium,E,SI1
0.7,60.3,58,5.76,5.79,3.48,4095,Very Good,D,VS1
0.92,62.4,58,6.19,6.18,3.86,4096,Premium,D,SI2
1.06,60.9,58,6.6,6.56,4.01,4096,Premium,I,SI2
0.94,62.4,58,6.26,6.33,3.93,4098,Premium,E,SI2
0.31,61.3,58,4.37,4.4,2.69,408,Premium,G,SI2
0.27,62.2,58,4.14,4.15,2.58,413,Very Good,D,VS1
0.3,60.1,58,4.31,4.34,2.6,413,Very Good,G,SI1
0.3,62.3,58,4.26,4.28,2.66,413,Very Good,D,SI2
0.3,61.1,58,4.31,4.33,2.64,413,Ideal,D,SI2
0.33,60.2,58,4.49,4.55,2.72,579,Very Good,E,SI1
1.07,62.4,58,6.54,6.47,4.06,4105,Premium,J,SI2
0.9,61.1,58,6.22,6.26,3.81,4106,Premium,E,SI1
0.91,65.7,58,6.04,5.99,3.95,4107,Fair,D,VS2
0.81,61.6,58,5.98,6.01,3.69,4111,Ideal,H,IF
1.05,63.8,58,6.38,6.45,4.09,4112,Very Good,H,SI2
1.02,60.9,58,6.53,6.41,3.94,4113,Premium,H,SI2
0.93,62.5,58,6.21,6.24,3.89,4113,Very Good,E,SI2
1.13,64.4,58,6.59,6.51,4.22,4113,Fair,H,SI2
1.13,61.7,58,6.66,6.62,4.1,4113,Premium,I,SI1
1.02,61.7,58,6.48,6.45,3.99,4113,Premium,I,SI1
1.2,62.8,58,6.77,6.7,4.23,4113,Premium,J,SI1
0.7,61.9,58,5.6,5.67,3.49,4114,Very Good,E,VVS1
0.9,63.6,58,6.14,6.1,3.89,4114,Good,I,VVS1
1.01,64,58,6.31,6.37,4.06,4116,Good,H,SI1
1.01,63.4,58,6.37,6.41,4.05,4116,Good,H,SI1
1.05,61.4,58,6.58,6.54,4.03,4116,Premium,H,SI2
1.01,60.6,58,6.53,6.47,3.94,4118,Premium,E,SI2
1.01,62.8,58,6.31,6.36,3.98,4119,Very Good,F,SI2
1.11,61.5,58,6.61,6.65,4.08,4120,Premium,I,SI2
1.11,61.8,58,6.61,6.66,4.1,4120,Premium,I,SI2
0.9,63.8,58,6.13,6.09,3.9,4120,Good,D,SI1
1.01,62.2,58,6.36,6.4,3.97,4121,Very Good,F,SI2
1,62.7,58,6.31,6.33,3.96,4125,Good,H,SI2
1,63,58,6.3,6.33,3.98,4125,Very Good,I,SI1
0.8,62.7,58,5.88,5.92,3.7,4126,Very Good,F,VVS2
1.07,61.2,58,6.62,6.55,4.03,4126,Premium,I,SI1
0.91,62.8,58,6.17,6.15,3.87,4128,Premium,H,VS2
0.9,60.1,58,6.27,6.3,3.78,4130,Very Good,D,SI1
0.91,61,58,6.23,6.29,3.82,4132,Ideal,E,SI1
1.02,61.4,58,6.47,6.5,3.98,4137,Very Good,J,SI1
0.9,62.8,58,6.14,6.09,3.84,4137,Premium,G,VS2
0.91,62.6,58,6.17,6.14,3.85,4138,Premium,E,SI1
0.93,62.3,58,6.2,6.29,3.9,4144,Very Good,G,SI1
1.41,64.7,58,7.05,7,4.55,4145,Fair,H,I1
1.05,61.1,58,6.56,6.51,3.99,4145,Premium,J,VS2
0.9,60.4,58,6.12,6.24,3.73,4147,Good,E,SI1
1,63.1,58,6.3,6.35,3.99,4149,Very Good,I,SI1
1.01,64.8,58,6.24,6.29,4.06,4149,Good,H,SI2
1.01,63.3,58,6.29,6.35,4,4149,Good,E,SI2
0.95,62.6,58,6.26,6.21,3.9,4150,Premium,G,SI1
0.9,63.1,58,6.12,6.02,3.83,4151,Very Good,E,SI1
0.9,61.1,58,6.22,6.25,3.81,4152,Premium,G,VS2
1.01,63.5,58,6.39,6.34,4.04,4154,Very Good,G,SI2
0.9,61.8,58,6.12,6.17,3.8,4155,Premium,H,VS2
1,63.8,58,6.33,6.28,4.02,4155,Good,F,SI2
1,62.6,58,6.37,6.31,3.97,4155,Premium,F,SI2
0.9,62.2,58,6.11,6.18,3.82,4157,Very Good,H,VS2
0.92,63.1,58,6.11,6.16,3.87,4158,Good,D,SI1
1,63.7,58,6.29,6.34,4.02,4158,Good,F,SI1
1.12,61.2,58,6.69,6.67,4.09,4158,Premium,G,SI2
0.9,62.9,58,6.16,6.11,3.86,4158,Premium,E,SI1
1.02,59.9,58,6.48,6.55,3.9,4159,Good,G,SI2
1.03,59.3,58,6.58,6.63,3.92,4160,Premium,G,SI2
0.9,63.5,58,6.06,6.09,3.86,4161,Very Good,I,VVS1
0.59,60.7,58,5.45,5.49,3.32,4161,Ideal,D,IF
1.02,63,58,6.38,6.44,4.04,4162,Very Good,F,SI2
0.33,61,58,4.42,4.46,2.71,579,Premium,I,VVS2
0.33,62,58,4.42,4.45,2.75,579,Very Good,G,VS2
0.33,62.6,58,4.41,4.44,2.77,579,Premium,G,VS2
0.33,61.4,58,4.45,4.48,2.74,579,Premium,I,VVS2
0.33,59.1,58,4.51,4.56,2.68,579,Very Good,E,SI1
0.33,60.8,58,4.45,4.47,2.71,579,Premium,G,VS2
0.33,61.9,58,4.43,4.45,2.75,579,Premium,H,VS1
0.9,59.8,58,6.21,6.26,3.73,4165,Very Good,E,SI1
1.01,62.9,58,6.34,6.37,4,4166,Very Good,I,SI1
1.01,58.8,58,6.57,6.62,3.88,4166,Very Good,H,SI2
1.01,63.3,58,6.3,6.36,4.01,4168,Good,E,SI2
0.92,62.4,58,6.18,6.19,3.86,4168,Premium,D,SI2
1.01,61.7,58,6.33,6.4,3.93,4171,Good,I,SI1
1,61.6,58,6.43,6.47,3.97,4172,Very Good,H,SI2
1.03,57.6,58,6.6,6.67,3.82,4177,Good,D,SI2
0.91,59.3,58,6.38,6.33,3.77,4179,Premium,D,SI1
1.04,62.3,58,6.44,6.5,4.03,4181,Very Good,F,SI2
0.9,60.9,58,6.34,6.19,3.79,4183,Premium,G,VS2
0.92,63.2,58,6.18,6.16,3.9,4183,Very Good,E,SI1
0.91,63.6,58,6.14,6.1,3.89,4183,Good,G,VS2
1.01,61.8,58,6.45,6.37,3.96,4185,Premium,I,SI1
0.9,62.9,58,6.1,6.15,3.85,4186,Very Good,H,VVS2
0.9,63.6,58,6.1,6.14,3.89,4187,Good,I,VVS1
1.01,62.4,58,6.37,6.42,3.99,4187,Very Good,F,SI2
0.87,62.1,58,6.08,6.13,3.79,4189,Premium,D,SI1
1.01,63.6,58,6.31,6.36,4.03,4189,Very Good,I,SI1
1.02,62.8,58,6.37,6.41,4.01,4189,Ideal,I,SI2
1.21,62.4,58,6.79,6.83,4.25,4191,Very Good,J,VS2
1.01,64,58,6.37,6.31,4.06,4191,Good,H,SI1
1.01,63.4,58,6.41,6.37,4.05,4191,Very Good,H,SI1
0.9,63.8,58,6.09,6.13,3.9,4193,Good,D,SI1
1.04,57.9,58,6.72,6.68,3.88,4193,Good,H,SI2
0.8,62.6,58,5.93,5.89,3.7,4193,Premium,G,IF
0.95,62.6,58,6.17,6.23,3.88,4194,Very Good,G,SI2
0.9,63.6,58,6.12,6.08,3.88,4194,Good,G,VS2
1.01,63.6,58,6.29,6.35,4.02,4195,Good,G,SI1
0.73,61.5,58,5.76,5.79,3.55,4196,Ideal,D,VS1
1.11,61.5,58,6.65,6.61,4.08,4196,Premium,I,SI2
1.11,61.8,58,6.66,6.61,4.1,4196,Premium,I,SI2
1.01,64.2,58,6.31,6.33,4.06,4199,Good,F,SI1
1.05,62.5,58,6.47,6.52,4.06,4199,Very Good,J,SI1
1.04,60.9,58,6.52,6.58,3.99,4200,Very Good,G,SI2
1.04,61.2,58,6.5,6.57,4,4200,Premium,G,SI2
1.04,62.9,58,6.43,6.47,4.06,4200,Very Good,G,SI2
1,62.7,58,6.33,6.31,3.96,4200,Premium,H,SI2
1,63.3,58,6.34,6.3,4,4200,Very Good,I,SI1
0.91,62.8,58,6.15,6.17,3.87,4201,Very Good,H,VS2
1.11,61.1,58,6.63,6.69,4.07,4202,Very Good,I,SI2
0.9,64,58,6.07,6.02,3.87,4203,Good,E,VS2
0.96,59.3,58,6.49,6.43,3.83,4204,Premium,G,SI2
1.01,63.9,58,6.26,6.22,3.99,4208,Good,H,VS2
0.81,62.3,58,6,5.94,3.72,4209,Premium,D,VS1
0.9,61.9,58,6.17,6.1,3.8,4209,Premium,E,SI1
0.91,63.2,58,6.15,6.07,3.86,4209,Very Good,G,VS1
0.91,62.6,58,6.14,6.17,3.85,4211,Premium,E,SI1
1.18,61.8,58,6.83,6.7,4.19,4211,Premium,D,SI2
1,63.9,58,6.26,6.32,4.02,4218,Good,G,SI1
1,57.8,58,6.55,6.61,3.8,4218,Good,D,SI2
1.01,63.2,58,6.3,6.43,4.02,4221,Good,F,SI2
1.16,62.5,58,6.73,6.67,4.19,4222,Premium,J,SI1
0.33,61.5,58,4.39,4.46,2.72,579,Premium,H,VS1
0.33,60.9,58,4.46,4.5,2.73,579,Premium,E,SI1
0.33,62.6,58,4.36,4.4,2.74,579,Very Good,G,VS2
0.33,61.5,58,4.43,4.45,2.73,579,Premium,I,VVS2
0.33,61.1,58,4.43,4.47,2.72,579,Premium,E,SI1
0.33,60,58,4.47,4.49,2.69,579,Premium,G,VS2
1.02,62.7,58,6.44,6.41,4.03,4227,Premium,I,SI1
0.92,62.9,58,6.17,6.2,3.89,4228,Very Good,H,VS1
1.14,62.8,58,6.68,6.64,4.18,4233,Premium,G,SI2
0.9,62.4,58,6.19,6.15,3.85,4234,Premium,H,VS1
0.9,62.9,58,6.12,6.06,3.83,4234,Premium,H,VS1
0.9,60.2,58,6.32,6.28,3.79,4234,Premium,H,VS1
1.02,63,58,6.44,6.38,4.04,4238,Premium,F,SI2
1.05,61.3,58,6.55,6.6,4.03,4241,Premium,G,SI2
0.91,59.5,58,6.34,6.26,3.75,4241,Premium,G,VS2
1.01,62.9,58,6.37,6.34,4,4242,Premium,I,SI1
1.01,58.8,58,6.62,6.57,3.88,4242,Premium,H,SI2
1.01,63.3,58,6.36,6.3,4.01,4244,Very Good,E,SI2
1.03,62,58,6.43,6.47,4,4248,Premium,I,SI1
1.01,61,58,6.43,6.48,3.94,4249,Very Good,G,SI2
1.01,62,58,6.37,6.41,3.96,4249,Very Good,G,SI2
1.15,62.5,58,6.65,6.72,4.18,4250,Premium,E,SI2
1.12,62.4,58,6.63,6.58,4.12,4250,Premium,H,SI2
0.91,59.3,58,6.33,6.38,3.77,4253,Very Good,D,SI1
0.92,60.7,58,6.27,6.39,3.84,4253,Very Good,D,SI1
1,61.5,58,6.38,6.41,3.93,4255,Premium,F,SI2
1.26,63.9,58,6.78,6.74,4.32,4255,Good,J,SI1
0.93,59.8,58,6.32,6.39,3.8,4256,Very Good,F,SI1
0.91,62.1,58,6.18,6.15,3.83,4256,Premium,E,SI1
0.91,63.6,58,6.1,6.14,3.89,4257,Good,G,VS2
0.9,63.6,58,6.1,6.14,3.89,4258,Very Good,H,VS2
0.92,63.2,58,6.16,6.18,3.9,4258,Good,E,SI1
1.01,64.9,58,6.17,6.22,4.02,4263,Fair,I,VS1
0.94,62.5,58,6.26,6.18,3.89,4264,Premium,H,VS2
0.91,64.6,58,6.02,6.12,3.92,4265,Good,D,SI1
0.8,62.6,58,5.89,5.93,3.7,4268,Premium,G,IF
0.9,65,58,6.03,6.06,3.93,4268,Good,F,VS2
1.21,62.4,58,6.83,6.79,4.25,4268,Premium,J,VS2
0.9,63.6,58,6.08,6.12,3.88,4269,Good,G,VS2
1,63.3,58,6.26,6.29,3.97,4269,Very Good,F,SI2
1.21,62.6,58,6.74,6.71,4.21,4269,Premium,J,SI1
1.15,62.7,58,6.71,6.69,4.2,4270,Premium,G,SI2
1,59.7,58,6.48,6.55,3.89,4273,Very Good,H,SI2
1,58,58,6.56,6.62,3.82,4273,Good,I,SI1
1.03,62.4,58,6.5,6.42,4.03,4274,Premium,H,SI1
0.92,62.3,58,6.27,6.21,3.89,4274,Premium,D,SI1
1.1,63,58,6.53,6.59,4.13,4276,Very Good,H,SI1
1.1,62.1,58,6.59,6.61,4.1,4276,Very Good,H,SI1
1.01,64.2,58,6.33,6.31,4.06,4276,Good,F,SI1
1.01,65.9,58,6.16,6.1,4.04,4276,Fair,F,SI1
1.12,62.4,58,6.59,6.64,4.13,4277,Premium,E,SI2
