carat,cut,color,clarity,depth,table,x,y,z,price,index,0.799233891
1.04,Ideal,G,SI2,62.4,54,6.49,6.53,4.06,5044,11599,0.245913171
0.27,Ideal,E,VVS2,62.2,55,4.17,4.12,2.58,799,32538,0.632494689
0.3,Good,H,SI2,63.9,57,4.27,4.24,2.72,485,37928,0.610052097
0.31,Ideal,D,VS2,61.2,55,4.39,4.37,2.68,942,36427,0.090032241
1,Ideal,F,VVS2,59.7,60,6.48,6.52,3.88,9014,20780,0.407943502
0.25,Very Good,E,VVS1,57.7,62,4.16,4.19,2.41,548,52297,0.702105829
1,Premium,G,VS2,63,58,6.4,6.33,4.01,6048,15022,0.095107193
1.28,Ideal,E,VS1,61.7,57,6.93,6.97,4.29,11419,23430,0.281620894
1.5,Very Good,H,SI1,60.6,60,7.45,7.36,4.49,10380,22335,0.256584821
0.74,Ideal,G,SI1,61.3,55,5.85,5.86,3.59,2852,691,0.1867492
1.12,Ideal,F,VS2,61.9,55,6.73,6.68,4.15,7727,18852,0.611960032
0.7,Very Good,F,VS2,63.9,59,5.56,5.61,3.57,2552,52689,0.016871765
1.05,Very Good,H,SI1,59.5,58,6.61,6.69,3.96,4608,9492,0.377850676
1.01,Ideal,F,SI1,60,56,6.55,6.49,3.91,5274,12555,0.607620551
1.49,Ideal,H,SI1,62.4,56,7.28,7.24,4.53,9132,20919,0.286912439
0.71,Ideal,F,VS2,62.3,57,5.69,5.74,3.56,2930,1180,0.640196385
1.47,Premium,G,VS2,62.8,57,7.27,7.22,4.55,11113,23090,0.278160493
0.33,Premium,H,VS1,62.4,60,4.39,4.42,2.75,540,49968,0.408942599
1.58,Premium,G,VS2,62.6,59,7.47,7.44,4.67,13132,24770,0.910060911
2.18,Very Good,J,SI2,62.6,58,8.23,8.25,5.16,12853,24564,0.868606896
0.41,Very Good,E,SI1,62.9,57,4.73,4.78,2.99,755,31140,0.576767877
1.21,Premium,I,SI2,59.9,61,6.89,6.85,4.11,4337,8075,0.054433713
2.02,Very Good,H,SI2,58.7,62,8.23,8.2,4.82,14795,25802,0.035224233
0.82,Ideal,I,VS1,61.3,57,6.02,6.07,3.7,3113,2094,0.702039474
1.01,Premium,F,VS1,60.4,59,6.54,6.5,3.94,7409,18244,0.627726584
0.31,Premium,G,VS1,62,59,4.3,4.28,2.66,802,32743,0.352942084
1.7,Premium,J,SI2,63,60,7.59,7.53,4.76,7650,18730,0.289183513
0.54,Very Good,G,SI1,63.2,56,5.19,5.16,3.27,1389,43158,0.306395543
0.53,Premium,E,VS1,58.5,61,5.39,5.28,3.12,1950,48239,0.590987743
0.51,Ideal,D,VS2,61.9,57,5.15,5.09,3.17,1882,47682,0.402756057
0.9,Good,F,VS2,62.6,57,6.07,6.19,3.84,4466,8763,0.751935605
0.3,Very Good,D,VS1,59.4,60,4.34,4.38,2.59,661,28075,0.186149583
0.57,Very Good,D,VS2,62.5,59,5.28,5.32,3.31,1748,46184,0.002601228
0.31,Good,F,VS2,63.9,56,4.29,4.32,2.75,625,21032,0.716194289
0.47,Very Good,J,SI1,62.4,58,4.94,4.99,3.1,764,31397,0.847396108
1.06,Very Good,J,SI2,62,58,6.45,6.53,4.04,3754,5089,0.515026969
0.32,Ideal,G,VVS2,62.1,55,4.38,4.35,2.71,936,36339,0.981491198
2.14,Premium,H,SI2,62,60,8.27,8.19,5.1,16723,26827,0.369069415
0.92,Ideal,E,SI1,61.7,57,6.24,6.27,3.86,5014,11480,0.161686617
1.5,Very Good,F,SI2,62.3,60,7.29,7.34,4.56,8431,19882,0.092304945
0.35,Very Good,F,VVS1,61.6,56,4.53,4.55,2.79,966,37031,0.15279656
0.24,Ideal,G,IF,61.7,56,3.99,4.01,2.47,559,1395,0.192537004
0.32,Premium,G,SI2,62.7,58,4.39,4.35,2.74,540,49640,0.523926912
0.57,Ideal,E,VS2,61.6,56,5.34,5.38,3.3,1728,46023,0.55194929
0.42,Ideal,H,VS1,62,57,4.8,4.82,2.98,847,33990,0.941050335
0.41,Ideal,D,SI1,62.3,55,4.77,4.79,2.98,791,32411,0.545318138
0.51,Premium,E,SI1,61.5,58,5.14,5.11,3.15,1593,44469,0.274526218
0.83,Good,I,VS2,64.6,54,5.85,5.88,3.79,2774,176,0.136896658
0.43,Ideal,G,IF,61.6,57,4.81,4.84,2.97,1280,42137,0.163530463
1.31,Premium,J,VS2,60.7,58,7.1,7.07,4.3,6137,15291,0.352826278
1.67,Good,J,SI1,58.8,61,7.71,7.73,4.54,8013,19295,0.254848187
0.32,Ideal,I,VS2,63,55,4.39,4.34,2.75,576,6364,0.430291884
0.3,Premium,H,VS2,62.3,58,4.33,4.31,2.69,608,16042,0.087522866
0.78,Very Good,H,SI2,63.5,56,5.82,5.86,3.71,2265,50462,0.058904842
0.31,Ideal,D,VS2,62.2,56,4.32,4.33,2.69,734,30571,0.547638627
0.88,Premium,F,VS1,60.7,55,6.28,6.22,3.79,3921,5863,0.662098436
0.31,Premium,H,VS1,62.4,58,4.36,4.32,2.71,698,29324,0.745103245
0.76,Ideal,D,VS2,60.2,56,5.95,5.92,3.57,3293,2948,0.216717905
0.65,Premium,G,SI1,59.9,59,5.69,5.62,3.39,1712,45827,0.497926894
0.41,Ideal,H,SI2,61.7,56,4.8,4.77,2.95,787,32167,0.628679604
1.05,Ideal,F,VS1,60.4,56,6.61,6.63,4,7373,18190,0.742440979
0.58,Ideal,H,IF,60.2,56,5.43,5.46,3.28,2233,50241,0.414577336
0.54,Ideal,G,IF,61.5,56,5.28,5.25,3.24,2177,49892,0.335801876
0.71,Ideal,D,VS2,61.2,55,5.74,5.78,3.53,4029,6327,0.958623901
1.09,Ideal,G,VS2,61.2,56,6.62,6.64,4.06,7357,18155,0.249718451
2.02,Fair,H,SI1,56.2,61,8.8,8.33,4.81,15695,26249,0.047292323
1.57,Ideal,J,SI1,62,55.6,7.43,7.47,4.62,8035,19330,0.74760399
1.14,Premium,G,SI1,63,59,6.68,6.62,4.19,5273,12552,0.282260075
0.27,Premium,D,VS2,59.6,61,4.26,4.23,2.53,567,3403,0.439353101
1.83,Premium,I,SI1,62.9,55,7.9,7.78,4.93,11883,23820,0.113430879
0.89,Good,E,SI2,64.3,65,6,5.95,3.84,2728,53786,0.788710064
0.4,Ideal,G,SI2,60.6,56,4.82,4.76,2.91,870,34556,0.387677545
0.32,Ideal,E,SI1,61.8,55,4.42,4.45,2.74,561,2392,0.729636592
0.3,Ideal,F,SI1,62.8,56,4.26,4.24,2.67,641,25045,0.767072558
0.23,Very Good,E,VVS2,61.2,60,3.92,3.96,2.41,505,41969,0.883084058
1.01,Ideal,G,IF,62.2,61,6.34,6.4,3.96,8957,20677,0.494425217
1.7,Premium,I,VS2,61.2,59,7.62,7.55,4.64,11360,23317,0.570574436
0.43,Ideal,I,IF,62,55,4.83,4.85,3,1056,39012,0.360496943
1.21,Premium,G,VS2,62.2,58,6.88,6.78,4.25,7454,18326,0.441931849
0.7,Very Good,H,VS2,63.2,57,5.58,5.62,3.54,2137,49598,0.535564197
1.09,Premium,G,VS2,59.7,58,6.74,6.7,4.01,6592,16496,0.196281663
0.9,Premium,F,SI1,60.4,59,6.29,6.32,3.81,4062,6496,0.343910975
1.1,Good,I,SI1,57.7,60,6.82,6.77,3.92,4312,7895,0.715932343
1.09,Premium,I,SI1,62,58,6.6,6.56,4.08,4090,6642,0.200150008
0.31,Premium,G,SI2,62.3,57,4.37,4.33,2.71,523,44984,0.128120557
1.02,Good,I,SI2,63.6,56,6.4,6.37,4.06,3856,5550,0.198289736
0.43,Ideal,F,VVS1,62.3,55,4.88,4.85,3.03,1422,43504,0.823798309
0.53,Ideal,G,VVS2,60.8,57,5.24,5.28,3.2,1955,48262,0.225690174
0.42,Premium,G,SI1,61.7,58,4.76,4.8,2.95,737,30697,0.054007699
1,Ideal,D,SI1,62.5,55,6.42,6.34,3.99,6664,16673,0.193836605
0.31,Premium,G,SI1,58.8,62,4.42,4.39,2.59,593,10390,0.398379037
0.4,Good,I,VVS1,63.9,56,4.68,4.64,2.98,1080,39532,0.404736274
0.35,Ideal,F,VS2,62.1,57,4.53,4.55,2.82,706,29655,0.225429966
2.09,Premium,J,SI1,62.2,59,8.23,8.16,5.1,13864,25247,0.581339222
0.9,Very Good,J,VS2,61.9,59,6.14,6.2,3.82,3119,2115,0.603199589
0.76,Ideal,F,SI2,61.5,55,5.87,5.9,3.62,2694,53557,0.331744261
0.52,Ideal,E,VS2,62.2,54,5.13,5.16,3.2,1825,47094,0.799075678
0.42,Ideal,D,VVS2,61.7,55,4.79,4.83,2.97,1185,41012,0.687197803
1.02,Good,D,SI2,63.4,59,6.37,6.41,4.05,4633,9605,0.950130171
0.32,Ideal,E,VVS1,61.9,55,4.41,4.38,2.72,1020,38336,0.970252478
2.1,Ideal,H,SI2,63,57,8.13,8.08,5.11,16629,26786,0.820167939
0.35,Ideal,E,VS1,61.3,55,4.58,4.55,2.8,945,36575,0.728503359
1.07,Ideal,G,VS2,61.9,55,6.55,6.57,4.06,7275,17985,0.739771323
0.8,Very Good,H,VS1,62.7,56,5.88,5.96,3.71,3144,2216,0.148044124
0.35,Ideal,E,VS2,61.6,56,4.54,4.52,2.79,984,37491,0.796050016
0.32,Ideal,E,VS2,62,55,4.46,4.38,2.74,900,35435,0.159476049
1.01,Premium,H,SI2,62.5,58,6.39,6.35,3.98,3959,6003,0.251399922
0.31,Premium,E,VS2,62.7,58,4.33,4.31,2.71,872,34668,0.924407527
0.7,Ideal,F,I1,62.1,57,5.67,5.64,3.52,1928,48067,0.755071914
0.52,Premium,E,VS1,61.7,58,5.17,5.11,3.17,1819,47027,0.969391122
1.14,Ideal,F,VVS1,60.1,60,6.79,6.83,4.09,11226,23218,0.350123198
0.52,Ideal,G,VVS2,61.9,55,5.14,5.16,3.19,1911,47875,0.301702986
0.82,Very Good,D,SI1,61.3,56,6.02,6.06,3.7,3593,4307,0.445995583
1,Very Good,F,VS1,58.4,63,6.58,6.47,3.81,6098,15185,0.417885156
1.5,Good,E,I1,62.4,64,7.22,7.26,4.52,4989,11330,0.794272267
0.38,Premium,G,VS2,60.8,61,4.66,4.65,2.83,983,37417,0.376398152
0.36,Ideal,E,SI1,62.9,56,4.57,4.52,2.86,810,32897,0.889331929
1,Good,G,VS2,63.1,61,6.33,6.38,4.01,5702,14021,0.234502708
0.76,Premium,G,I1,63,55,5.83,5.74,3.65,1629,44902,0.036840902
0.33,Ideal,E,VS2,61.9,56,4.45,4.4,2.74,928,36148,0.872784914
1.76,Premium,J,VS1,62,58,7.74,7.7,4.79,11177,23161,0.980571158
1.01,Very Good,G,SI2,59.3,61,6.56,6.52,3.88,4435,8564,0.656283317
0.54,Ideal,G,SI1,61.9,54,5.26,5.28,3.26,1368,42996,0.446326989
0.91,Very Good,E,SI2,63.8,60,6.05,6.09,3.87,3751,5078,0.525257234
0.41,Very Good,I,VVS1,59.8,61,4.79,4.84,2.88,863,34381,0.132880875
0.32,Ideal,F,VVS2,61.2,57,4.4,4.43,2.7,786,32141,0.541023885
0.28,Very Good,D,VS1,61.7,58,4.19,4.24,2.6,487,38293,0.21548519
1.52,Ideal,F,SI2,61.2,57,7.45,7.39,4.54,9057,20831,0.028557092
0.55,Premium,D,SI1,61.6,56,5.28,5.24,3.24,1698,45723,0.521773728
1,Premium,F,VVS1,61,60,6.39,6.43,3.91,9724,21630,0.243474124
0.57,Ideal,F,SI1,62.2,55,5.32,5.36,3.32,1377,43061,0.463210319
1.52,Premium,J,SI1,61,59,7.41,7.35,4.5,6367,15922,0.28851694
1.6,Ideal,G,IF,59.8,54,7.75,7.63,4.6,16547,26749,0.94233488
0.32,Ideal,F,VS2,62.4,55,4.43,4.41,2.76,828,33473,0.07123671
0.32,Premium,D,VVS2,61.5,60,4.41,4.37,2.7,990,37580,0.656066655
0.56,Ideal,E,VS2,61.4,57,5.35,5.31,3.27,1882,47683,0.562325277
0.3,Good,G,VS1,63.5,58,4.21,4.26,2.69,565,3038,0.841994072
0.7,Very Good,E,VS1,62.8,57,5.65,5.68,3.56,3145,2218,0.43816184
0.7,Good,E,VS1,63.6,58,5.67,5.62,3.59,3175,2365,0.963930846
1.14,Ideal,H,SI1,61.6,57,6.7,6.75,4.14,5003,11431,0.472728817
0.38,Very Good,D,VS1,59.5,61,4.66,4.69,2.78,921,35973,0.915623031
1.51,Premium,I,SI1,62.2,61,7.35,7.27,4.55,6756,16925,0.244366613
1.61,Ideal,E,SI2,63,60,7.45,7.42,4.68,11090,23062,0.492379601
0.34,Very Good,E,VS1,62.3,53,4.47,4.52,2.8,784,32120,0.600127479
0.9,Premium,J,VS1,62.1,62,6.12,6.05,3.78,2964,1361,0.928857199
0.54,Ideal,H,VS1,61.5,56,5.22,5.25,3.22,1381,43090,0.816188819
0.51,Premium,E,VS2,60.6,58,5.15,5.12,3.11,1662,45296,0.161289034
0.93,Very Good,E,SI2,63,58,6.16,6.18,3.89,3746,5019,0.765117794
0.54,Ideal,G,SI1,61.5,55.1,5.25,5.27,3.23,1395,43208,0.765801992
2,Ideal,I,SI1,62.8,56,8.04,7.95,5.02,15043,25909,0.51851975
1.18,Ideal,I,VVS2,62.7,55,6.7,6.79,4.23,6678,16768,0.733569139
0.41,Premium,F,VVS2,61.6,59,4.79,4.73,2.93,1017,38222,0.581692026
0.32,Premium,G,SI1,62.8,56,4.36,4.34,2.73,612,17374,0.509083287
0.4,Ideal,E,SI1,61.8,56,4.71,4.74,2.92,737,30662,0.687506033
0.3,Ideal,F,VS1,62,55,4.3,4.34,2.68,658,28036,0.284547135
1.51,Ideal,I,SI2,62.8,54,7.28,7.34,4.59,7693,18798,0.820119222
0.31,Very Good,G,VS2,63,54,4.33,4.37,2.74,544,50652,0.313654662
1.26,Ideal,G,VS1,61.9,55,6.96,6.91,4.29,9907,21847,0.090246632
0.33,Ideal,I,VS1,61.6,57,4.46,4.41,2.73,668,28385,0.860334086
0.32,Ideal,I,VS2,61.6,56,4.39,4.37,2.7,576,6057,0.503220427
0.31,Ideal,G,VS2,61.4,57,4.37,4.33,2.67,698,29355,0.105300392
0.37,Premium,D,SI1,62.3,56,4.64,4.61,2.88,874,34715,0.670900076
1.01,Ideal,G,VS2,62.5,57,6.43,6.4,4.01,6019,14949,0.004004045
0.78,Premium,G,SI2,60.6,58,6.02,5.99,3.64,2486,52243,0.004545844
1.5,Very Good,H,SI1,61.5,62,7.24,7.3,4.47,8791,20436,0.230016097
0.32,Ideal,D,SI1,62,57,4.4,4.37,2.72,756,31187,0.234657845
0.4,Ideal,E,VVS2,61.7,56,4.73,4.77,2.93,1158,40699,0.405449697
0.32,Premium,G,VS2,62.5,60,4.38,4.32,2.72,720,30143,0.630750706
0.31,Very Good,I,VVS1,62.8,55,4.33,4.36,2.73,571,4392,0.463494518
1.03,Ideal,G,VS1,61.2,57,6.5,6.54,3.99,7391,18210,0.877571134
1.01,Ideal,E,VS2,61.5,57,6.44,6.48,3.97,7288,18016,0.278089698
0.77,Premium,E,SI2,58.2,60,6.01,5.95,3.48,2360,51283,0.463088479
0.51,Premium,F,VS2,61.4,58,5.13,5.09,3.14,1619,44752,0.165317316
0.31,Ideal,E,VS2,61,56,4.34,4.38,2.66,680,28755,0.966984163
0.35,Ideal,F,VS2,61.4,55,4.55,4.6,2.81,706,29651,0.808145464
1.01,Very Good,H,VS2,61.9,62,6.37,6.45,3.97,4477,8820,0.512971071
1.15,Premium,D,SI1,63,57,6.69,6.64,4.2,6942,17318,0.506904466
0.54,Premium,H,VS1,62.6,59,5.19,5.22,3.26,1600,44518,0.251013757
1.2,Premium,I,VS1,62.8,56,6.8,6.74,4.25,6021,14952,0.221949453
1.74,Premium,I,VS1,62.5,57,7.71,7.67,4.81,13037,24682,0.263022887
0.41,Very Good,F,SI1,63.3,57,4.72,4.69,2.98,969,37081,0.518384958
1.11,Very Good,H,SI1,63.2,58,6.53,6.61,4.15,5192,12207,0.119507068
1.09,Ideal,I,VS2,62,57,6.64,6.58,4.1,5158,12077,0.444306098
1,Very Good,E,VS1,63.2,55,6.34,6.29,3.99,7532,18495,0.09023064
0.3,Ideal,G,IF,61.2,57,4.35,4.38,2.67,863,34416,0.272559053
0.7,Premium,E,SI2,60.4,59,5.75,5.7,3.46,2475,52174,0.616942525
1,Very Good,E,SI2,59.5,63,6.47,6.41,3.83,4077,6570,0.363033519
0.7,Fair,G,I1,60.4,58,5.74,5.68,3.45,1069,39307,0.308268432
1.01,Premium,G,SI1,63,60,6.34,6.3,3.98,4118,6818,0.26279663
1.02,Premium,H,SI2,61.1,61,6.51,6.48,3.97,4113,6785,0.199358126
0.91,Ideal,G,SI2,62.3,56,6.18,6.22,3.86,3664,4621,0.197620597
1,Ideal,H,SI1,60.3,56,6.54,6.52,3.94,4788,10456,0.981891315
0.73,Ideal,G,VVS2,62.2,55,5.77,5.74,3.58,3127,2153,0.842978542
0.74,Ideal,F,SI2,60.6,57,5.88,5.84,3.55,2555,52721,0.639662696
0.92,Very Good,G,SI2,59.4,62,6.34,6.36,3.77,3618,4446,0.810278345
0.31,Very Good,G,VVS1,63.5,57,4.33,4.3,2.74,1046,38810,0.793086765
1.05,Premium,G,VS2,62.8,58,6.48,6.44,4.06,6181,15437,0.357056975
1.21,Premium,E,VS1,60.8,59,6.86,6.82,4.16,9541,21437,0.210675224
0.34,Premium,G,VS2,60.3,54,4.56,4.53,2.74,765,31445,0.218549303
0.7,Premium,F,VS2,60.9,61,5.71,5.66,3.46,2838,603,0.873478743
0.59,Very Good,D,SI1,62.3,54,5.38,5.41,3.36,1816,46986,0.188036937
1.01,Premium,E,SI1,59.6,59,6.53,6.46,3.87,4853,10763,0.611971731
1.5,Good,G,VS1,63.6,57,7.23,7.14,4.57,10036,21967,0.92129113
1.51,Good,J,SI1,64.1,61,7.16,7.19,4.6,6394,15974,0.493314479
0.41,Good,E,VS1,58.4,58,4.88,4.91,2.86,917,35865,0.430522983
0.74,Fair,H,SI2,62,53,5.85,5.74,3.6,1962,48353,0.089996724
0.53,Good,G,VS2,63.4,58,5.13,5.16,3.26,1395,43201,0.974923402
1.21,Very Good,H,VS1,63.4,55,6.76,6.81,4.3,6973,17407,0.007926915
0.77,Ideal,J,VS2,61.9,54,5.89,5.94,3.66,2292,50709,0.842504275
0.36,Ideal,D,SI2,62,56,4.56,4.6,2.84,537,48961,0.52535902
1.02,Fair,G,SI1,64.5,56,6.3,6.23,4.04,4044,6434,0.97724959
0.49,Ideal,H,SI1,59.9,56,5.15,5.18,3.1,1102,39871,0.696065647
0.5,Fair,G,VS1,60.3,66,5.13,5.09,3.08,1327,42574,0.975485152
0.32,Ideal,F,VVS1,61.7,56,4.38,4.41,2.71,841,33771,0.841359182
0.32,Good,D,SI2,63.9,58,4.31,4.33,2.76,477,36292,0.079045687
0.23,Good,E,VVS2,63.3,56,3.88,3.92,2.47,530,47664,0.786041595
0.72,Ideal,E,VS2,62.7,55,5.76,5.73,3.6,2691,53537,0.759515286
0.93,Very Good,I,VS1,62.6,59,6.17,6.2,3.87,4033,6350,0.298282238
1.18,Ideal,E,IF,61.1,56,6.78,6.91,4.18,14847,25828,0.34715627
0.75,Premium,F,SI1,61.4,59,5.88,5.85,3.6,2782,229,0.927102413
1,Ideal,F,SI2,62.4,57,6.37,6.42,3.99,5798,14314,0.858284082
0.54,Very Good,F,VVS1,59.7,56,5.33,5.35,3.19,2356,51256,0.351270903
1.02,Premium,G,VVS1,63,58,6.43,6.4,4.04,7797,18958,0.998155525
0.52,Very Good,G,VS2,63,56,5.09,5.13,3.22,1369,43006,0.764168052
1.63,Premium,I,VS1,61.1,57,7.7,7.58,4.67,11534,23532,0.637999356
0.4,Premium,E,SI1,62,61,4.71,4.67,2.91,882,35022,0.639612524
0.54,Ideal,E,SI2,60.7,56,5.3,5.25,3.2,1340,42716,0.730038928
0.84,Very Good,D,SI1,62.9,58,5.93,6.02,3.76,3816,5358,0.831289187
0.8,Premium,F,SI1,62.7,58,5.91,5.93,3.71,2901,1013,0.472570597
1.51,Premium,I,SI1,61.8,60,7.23,7.3,4.49,7989,19261,0.002782624
0.38,Premium,J,VS1,62.1,60,4.6,4.64,2.87,600,13034,0.511573023
1.15,Premium,G,I1,61.2,58,6.8,6.74,4.14,3574,4237,0.245144711
1,Premium,I,VS2,61.6,59,6.39,6.47,3.96,4372,8228,0.392144623
0.31,Premium,E,VS1,61.9,58,4.32,4.31,2.67,942,36416,0.701509527
0.36,Ideal,F,IF,61.7,55,4.58,4.62,2.84,1210,41292,0.691643828
0.57,Ideal,E,VS2,61.5,57,5.35,5.32,3.28,2491,52265,0.836526756
0.7,Very Good,J,VS1,59.6,62,5.7,5.77,3.42,1855,47439,0.146211655
0.31,Ideal,G,VVS1,61.7,57,4.38,4.34,2.69,1046,38794,0.467171346
0.72,Premium,E,SI2,61.6,59,5.83,5.68,3.55,2019,48773,0.539886879
1,Fair,J,SI2,56.3,64,6.58,6.54,3.69,3199,2505,0.878129546
1.06,Very Good,G,VS1,62.8,54,6.5,6.56,4.1,6663,16668,0.963661842
1.04,Ideal,G,VVS2,62.1,55.1,6.5,6.51,4.04,8012,19294,0.837329903
0.51,Very Good,I,VS1,62.5,59,5.1,5.14,3.2,1301,42356,0.488028816
0.32,Very Good,F,SI1,63.2,55,4.4,4.37,2.77,684,28883,0.906511886
1.01,Ideal,H,SI1,62.3,59,6.36,6.41,3.98,4876,10869,0.920575924
0.82,Very Good,F,VVS2,63.1,59,5.91,5.97,3.75,4141,6943,0.256456613
0.38,Ideal,H,SI2,61.3,54,4.68,4.7,2.87,510,43900,0.70875913
1.5,Ideal,D,SI2,63,56,7.3,7.25,4.58,10122,22099,0.286703338
2.03,Premium,H,SI1,61.7,59,8.1,8.17,5.02,16747,26840,0.051582763
0.38,Ideal,D,VS1,61.9,53.5,4.66,4.69,2.9,983,37404,0.43959566
0.35,Ideal,D,VS2,62,55,4.47,4.53,2.79,829,33545,0.430510231
1.5,Ideal,J,SI1,59.4,62,7.38,7.35,4.38,6745,16900,0.00332878
2.03,Fair,H,SI1,65.4,58,7.91,7.88,5.16,14646,25726,0.90058431
0.33,Ideal,I,VS2,62.3,54,4.45,4.48,2.78,480,36955,0.018495494
0.3,Good,J,VS2,64.1,58,4.26,4.23,2.72,441,29627,0.959725147
2.01,Premium,H,SI1,61.2,62,8.18,8.12,4.99,12829,24543,0.552318409
0.4,Very Good,E,SI2,63.1,57,4.72,4.7,2.97,798,32508,0.483715007
0.31,Premium,F,VS2,60.8,60,4.37,4.34,2.65,802,32706,0.148350894
0.32,Premium,H,VVS1,62.7,57,4.41,4.36,2.75,936,36314,0.038593721
1.51,Fair,G,VS1,60.8,66,7.35,7.25,4.44,12948,24620,0.101323408
0.72,Ideal,G,VVS1,62.2,54.4,5.73,5.76,3.57,3492,3906,0.05802769
0.3,Ideal,F,SI1,62.3,54,4.3,4.34,2.69,475,35947,0.470538049
0.38,Ideal,D,VVS2,61.5,57,4.67,4.63,2.86,1257,41869,0.527169367
0.41,Ideal,H,VVS1,61.4,56,4.77,4.8,2.94,1043,38725,0.311943315
1.31,Very Good,F,VS1,59.1,60,7.13,7.18,4.23,9797,21730,0.94744256
0.35,Ideal,I,VS2,61.4,55,4.54,4.58,2.8,509,43897,0.810210653
0.4,Ideal,D,VS2,60.5,57,4.8,4.76,2.89,1125,40320,0.727016759
0.31,Good,H,VVS2,63.6,56,4.33,4.28,2.74,802,32658,0.446166213
0.3,Premium,F,VS1,61,60,4.3,4.22,2.6,709,29822,0.466782522
0.31,Ideal,F,VS2,62.6,57,4.29,4.33,2.7,625,20380,0.856402327
0.9,Ideal,F,SI1,60.7,57,6.21,6.25,3.78,4401,8402,0.959930362
0.33,Premium,G,VS1,61.6,57,4.51,4.42,2.75,797,32501,0.425438339
1.16,Very Good,H,SI2,63.2,57,6.66,6.7,4.22,4455,8663,0.251053111
1.59,Premium,F,SI2,62.2,58,7.49,7.45,4.64,7123,17670,0.895653014
0.41,Ideal,J,VVS1,61.2,57,4.79,4.82,2.94,775,31842,0.106163718
0.35,Premium,G,VS1,61.2,58,4.51,4.54,2.77,706,29610,0.24599429
0.31,Ideal,E,SI2,60.1,57,4.44,4.41,2.66,558,1065,0.682421307
0.65,Ideal,D,VVS1,60.9,57,5.58,5.61,3.41,5052,11644,0.127270262
0.23,Very Good,E,VVS1,61.8,59,3.9,3.93,2.42,530,47339,0.696916881
0.4,Good,E,SI1,63.2,56,4.65,4.69,2.95,687,29059,0.753702786
0.41,Very Good,H,SI2,61.5,59,4.8,4.82,2.96,593,10383,0.565007592
0.32,Good,G,VS1,60.8,62,4.4,4.45,2.69,548,52307,0.323806475
0.38,Very Good,H,VS2,60.4,56,4.71,4.73,2.85,871,34558,0.075086039
0.43,Premium,D,SI2,61.1,58,4.9,4.86,2.98,919,35932,0.085857944
0.3,Ideal,I,SI1,62.5,58,4.25,4.29,2.67,422,23354,0.239076478
0.3,Premium,H,IF,62.9,58,4.29,4.26,2.69,1013,38116,0.294552914
1.16,Premium,J,SI1,62.5,58,6.73,6.67,4.19,4222,7376,0.439761658
1.07,Ideal,J,SI1,61.5,55,6.58,6.62,4.06,5281,12583,0.94136934
1.07,Very Good,G,SI2,59.9,59,6.61,6.67,3.98,4201,7289,0.06180704
0.71,Good,E,SI2,62.2,56,5.63,5.66,3.51,2390,51571,0.903539022
1.2,Good,H,SI1,64.2,60,6.68,6.62,4.27,6182,15441,0.264252844
0.4,Ideal,E,VVS2,61.7,55,4.74,4.76,2.93,1158,40700,0.356516104
0.3,Fair,D,IF,60.5,57,4.47,4.35,2.67,1208,41243,0.684371781
0.51,Very Good,E,VS2,63.3,55,5.12,5.09,3.23,1638,45038,0.37969759
0.74,Ideal,D,VS1,61.7,55,5.85,5.79,3.59,3746,5023,0.576908887
0.71,Ideal,D,SI2,62.3,56,5.68,5.72,3.55,2416,51810,0.222082659
0.84,Very Good,E,SI1,63.4,55,6,5.95,3.79,2813,428,0.544622009
1.23,Ideal,J,VS2,61.7,57,6.87,6.8,4.22,5763,14218,0.676336107
1.65,Premium,D,SI2,61.6,58,7.59,7.55,4.66,11712,23666,0.965998273
1.01,Very Good,F,VS2,63.8,55,6.31,6.38,4.05,7135,17697,0.598158564
0.32,Ideal,G,SI2,61.6,56,4.4,4.43,2.72,459,32639,0.315159487
0.5,Fair,H,VS1,67.1,58,4.94,4.89,3.3,1134,40421,0.721009564
2.02,Premium,H,VS2,62.7,53,8.02,7.95,0,18207,27504,0.963575887
0.4,Very Good,F,VS1,60.4,61,4.74,4.77,2.87,982,37369,0.829728
0.59,Ideal,G,VS2,62,57,5.31,5.4,3.32,1705,45757,0.123644769
1.52,Good,F,SI2,58.2,60,7.52,7.63,4.41,9028,20791,0.136214666
0.7,Ideal,G,VS1,61.7,56,5.64,5.71,3.5,2972,1427,0.444422298
0.9,Fair,J,VS1,65.4,60,6.02,5.93,3.91,2964,1360,0.806482793
1.06,Very Good,G,VS2,59.4,59,6.68,6.63,3.95,6217,15520,0.372011934
1.09,Ideal,H,SI1,61.1,57,6.69,6.6,4.1,5219,12306,0.853956214
0.41,Premium,E,VS1,60,58,4.83,4.8,2.89,1153,40585,0.829115524
1.66,Ideal,F,I1,62.1,58,7.6,7.56,4.71,6135,15290,0.644998641
0.32,Very Good,F,VS2,58.8,62,4.43,4.48,2.62,602,13397,0.300992899
0.82,Ideal,E,VS2,61.9,57,6.01,5.98,3.71,3903,5790,0.378495604
0.3,Very Good,D,SI2,63.3,57,4.3,4.26,2.71,574,5400,0.874065667
1.07,Ideal,G,SI1,62.2,57,6.59,6.56,4.09,5303,12670,0.390328268
1.51,Very Good,E,VS2,60.1,58,7.51,7.57,4.53,14889,25842,0.632630956
